ID,File_Path,Hash,VT_Detection_Name(Fortinet),True_Positive_Detections
1,./eicar.txt,275a021bbfb6489e54d471899f7db9d1663fc695ec2fe2a2c4538aabf651fd0f,EICAR_TEST_FILE,58,
2,./totally_legit_file.exe,f2f03b4d660d6c9ea2aa67e9be35f6ab4c4e5daf9673622b645e29fb85c7faf4,W32/Kryptik.BXXO!tr,57,
